,index,variable,value
2475,China - Hebei,3/11/20,307
2476,Diamond Princess,3/11/20,325
2477,China - Fujian,3/11/20,295
2478,Malaysia,3/11/20,26
2479,Denmark,3/11/20,1
2480,China - Shaanxi,3/11/20,232
2481,China - Guangxi,3/11/20,238
2482,Japan,3/11/20,118
2483,Turkey,3/11/20,0
2484,Peru,3/11/20,0
2485,Thailand,3/11/20,34
2486,China - Yunnan,3/11/20,170
2487,China - Hainan,3/11/20,159
2488,Singapore,3/11/20,96
2489,Bahrain,3/11/20,35
2490,China - Guizhou,3/11/20,133
2491,Chile,3/11/20,0
2492,China - Shanxi,3/11/20,131
2493,Australia - Victoria,3/11/20,7
2494,China - Tianjin,3/11/20,131
2495,Israel,3/11/20,4
2496,China - Liaoning,3/11/20,111
2497,China - Gansu,3/11/20,88
2498,Romania,3/11/20,6
2499,Iceland,3/11/20,1
2500,China - Hubei,3/12/20,50318
2501,Spain,3/12/20,183
2502,Iran,3/12/20,2959
2503,Germany,3/12/20,25
2504,Italy,3/12/20,1045
2505,France,3/12/20,12
2506,US,3/12/20,12
2507,"Korea, South",3/12/20,333
2508,Switzerland,3/12/20,4
2509,China - Guangdong,3/12/20,1289
2510,China - Henan,3/12/20,1249
2511,China - Zhejiang,3/12/20,1197
2512,China - Hunan,3/12/20,999
2513,China - Anhui,3/12/20,984
2514,China - Jiangxi,3/12/20,934
2515,Belgium,3/12/20,1
2516,China - Shandong,3/12/20,734
2517,China - Jiangsu,3/12/20,629
2518,Canada,3/12/20,8
2519,Austria,3/12/20,4
2520,China - Chongqing,3/12/20,564
2521,China - Sichuan,3/12/20,498
2522,China - Heilongjiang,3/12/20,441
2523,China - Beijing,3/12/20,334
2524,China - Shanghai,3/12/20,321
2525,China - Hebei,3/12/20,308
2526,Diamond Princess,3/12/20,325
2527,China - Fujian,3/12/20,295
2528,Malaysia,3/12/20,26
2529,Denmark,3/12/20,1
2530,China - Shaanxi,3/12/20,232
2531,China - Guangxi,3/12/20,241
2532,Japan,3/12/20,118
2533,Turkey,3/12/20,0
2534,Peru,3/12/20,0
2535,Thailand,3/12/20,34
2536,China - Yunnan,3/12/20,170
2537,China - Hainan,3/12/20,160
2538,Singapore,3/12/20,96
2539,Bahrain,3/12/20,35
2540,China - Guizhou,3/12/20,137
2541,Chile,3/12/20,0
2542,China - Shanxi,3/12/20,132
2543,Australia - Victoria,3/12/20,7
2544,China - Tianjin,3/12/20,132
2545,Israel,3/12/20,4
2546,China - Liaoning,3/12/20,112
2547,China - Gansu,3/12/20,88
2548,Romania,3/12/20,6
2549,Iceland,3/12/20,1
2550,China - Hubei,3/13/20,51553
2551,Spain,3/13/20,193
2552,Iran,3/13/20,2959
2553,Germany,3/13/20,46
2554,Italy,3/13/20,1439
2555,France,3/13/20,12
2556,US,3/13/20,12
2557,"Korea, South",3/13/20,510
2558,Switzerland,3/13/20,4
2559,China - Guangdong,3/13/20,1296
2560,China - Henan,3/13/20,1249
2561,China - Zhejiang,3/13/20,1197
2562,China - Hunan,3/13/20,1005
2563,China - Anhui,3/13/20,984
2564,China - Jiangxi,3/13/20,934
2565,Belgium,3/13/20,1
2566,China - Shandong,3/13/20,739
2567,China - Jiangsu,3/13/20,630
2568,Canada,3/13/20,8
2569,Austria,3/13/20,6
2570,China - Chongqing,3/13/20,566
2571,China - Sichuan,3/13/20,503
2572,China - Heilongjiang,3/13/20,446
2573,China - Beijing,3/13/20,342
2574,China - Shanghai,3/13/20,324
2575,China - Hebei,3/13/20,310
2576,Diamond Princess,3/13/20,325
2577,China - Fujian,3/13/20,295
2578,Malaysia,3/13/20,26
2579,Denmark,3/13/20,1
2580,China - Shaanxi,3/13/20,232
2581,China - Guangxi,3/13/20,243
2582,Japan,3/13/20,118
2583,Turkey,3/13/20,0
2584,Peru,3/13/20,0
2585,Thailand,3/13/20,35
2586,China - Yunnan,3/13/20,170
2587,China - Hainan,3/13/20,160
2588,Singapore,3/13/20,97
2589,Bahrain,3/13/20,44
2590,China - Guizhou,3/13/20,140
2591,Chile,3/13/20,0
2592,China - Shanxi,3/13/20,133
2593,Australia - Victoria,3/13/20,8
2594,China - Tianjin,3/13/20,132
2595,Israel,3/13/20,4
2596,China - Liaoning,3/13/20,112
2597,China - Gansu,3/13/20,88
2598,Romania,3/13/20,7
2599,Iceland,3/13/20,1
2600,China - Hubei,3/14/20,52960
2601,Spain,3/14/20,517
2602,Iran,3/14/20,2959
2603,Germany,3/14/20,46
2604,Italy,3/14/20,1966
2605,France,3/14/20,12
2606,US,3/14/20,12
2607,"Korea, South",3/14/20,510
2608,Switzerland,3/14/20,4
2609,China - Guangdong,3/14/20,1299
2610,China - Henan,3/14/20,1250
2611,China - Zhejiang,3/14/20,1211
2612,China - Hunan,3/14/20,1014
2613,China - Anhui,3/14/20,984
2614,China - Jiangxi,3/14/20,934
2615,Belgium,3/14/20,1
2616,China - Shandong,3/14/20,741
2617,China - Jiangsu,3/14/20,630
2618,Canada,3/14/20,8
2619,Austria,3/14/20,6
2620,China - Chongqing,3/14/20,569
2621,China - Sichuan,3/14/20,511
2622,China - Heilongjiang,3/14/20,447
2623,China - Beijing,3/14/20,349
2624,China - Shanghai,3/14/20,324
2625,China - Hebei,3/14/20,310
2626,Diamond Princess,3/14/20,325
2627,China - Fujian,3/14/20,295
2628,Malaysia,3/14/20,35
2629,Denmark,3/14/20,1
2630,China - Shaanxi,3/14/20,232
2631,China - Guangxi,3/14/20,243
2632,Japan,3/14/20,118
2633,Turkey,3/14/20,0
2634,Peru,3/14/20,0
2635,Thailand,3/14/20,35
2636,China - Yunnan,3/14/20,172
2637,China - Hainan,3/14/20,160
2638,Singapore,3/14/20,105
2639,Bahrain,3/14/20,44
2640,China - Guizhou,3/14/20,143
2641,Chile,3/14/20,0
2642,China - Shanxi,3/14/20,133
2643,Australia - Victoria,3/14/20,8
2644,China - Tianjin,3/14/20,132
2645,Israel,3/14/20,4
2646,China - Liaoning,3/14/20,113
2647,China - Gansu,3/14/20,89
2648,Romania,3/14/20,9
2649,Iceland,3/14/20,1
2650,China - Hubei,3/15/20,54288
2651,Spain,3/15/20,517
2652,Iran,3/15/20,4590
2653,Germany,3/15/20,46
2654,Italy,3/15/20,2335
2655,France,3/15/20,12
2656,US,3/15/20,12
2657,"Korea, South",3/15/20,510
2658,Switzerland,3/15/20,4
2659,China - Guangdong,3/15/20,1304
2660,China - Henan,3/15/20,1250
2661,China - Zhejiang,3/15/20,1211
2662,China - Hunan,3/15/20,1014
2663,China - Anhui,3/15/20,984
2664,China - Jiangxi,3/15/20,934
2665,Belgium,3/15/20,1
2666,China - Shandong,3/15/20,741
2667,China - Jiangsu,3/15/20,631
2668,Canada,3/15/20,8
2669,Austria,3/15/20,6
2670,China - Chongqing,3/15/20,570
2671,China - Sichuan,3/15/20,516
2672,China - Heilongjiang,3/15/20,453
2673,China - Beijing,3/15/20,353
2674,China - Shanghai,3/15/20,324
2675,China - Hebei,3/15/20,310
2676,Diamond Princess,3/15/20,325
2677,China - Fujian,3/15/20,295
2678,Malaysia,3/15/20,42
2679,Denmark,3/15/20,1
2680,China - Shaanxi,3/15/20,232
2681,China - Guangxi,3/15/20,243
2682,Japan,3/15/20,118
2683,Turkey,3/15/20,0
2684,Peru,3/15/20,0
2685,Thailand,3/15/20,35
2686,China - Yunnan,3/15/20,172
2687,China - Hainan,3/15/20,160
2688,Singapore,3/15/20,105
2689,Bahrain,3/15/20,60
2690,China - Guizhou,3/15/20,143
2691,Chile,3/15/20,0
2692,China - Shanxi,3/15/20,133
2693,Australia - Victoria,3/15/20,8
2694,China - Tianjin,3/15/20,133
2695,Israel,3/15/20,4
2696,China - Liaoning,3/15/20,114
2697,China - Gansu,3/15/20,91
2698,Romania,3/15/20,9
2699,Iceland,3/15/20,8
2700,China - Hubei,3/16/20,55142
2701,Spain,3/16/20,530
2702,Iran,3/16/20,4590
2703,Germany,3/16/20,67
2704,Italy,3/16/20,2749
2705,France,3/16/20,12
2706,US,3/16/20,17
2707,"Korea, South",3/16/20,1137
2708,Switzerland,3/16/20,4
2709,China - Guangdong,3/16/20,1306
2710,China - Henan,3/16/20,1250
2711,China - Zhejiang,3/16/20,1216
2712,China - Hunan,3/16/20,1014
2713,China - Anhui,3/16/20,984
2714,China - Jiangxi,3/16/20,934
2715,Belgium,3/16/20,1
2716,China - Shandong,3/16/20,746
2717,China - Jiangsu,3/16/20,631
2718,Canada,3/16/20,9
2719,Austria,3/16/20,6
2720,China - Chongqing,3/16/20,570
2721,China - Sichuan,3/16/20,516
2722,China - Heilongjiang,3/16/20,455
2723,China - Beijing,3/16/20,360
2724,China - Shanghai,3/16/20,325
2725,China - Hebei,3/16/20,310
2726,Diamond Princess,3/16/20,325
2727,China - Fujian,3/16/20,295
2728,Malaysia,3/16/20,42
2729,Denmark,3/16/20,1
2730,China - Shaanxi,3/16/20,233
2731,China - Guangxi,3/16/20,248
2732,Japan,3/16/20,144
2733,Turkey,3/16/20,0
2734,Peru,3/16/20,0
2735,Thailand,3/16/20,35
2736,China - Yunnan,3/16/20,172
2737,China - Hainan,3/16/20,161
2738,Singapore,3/16/20,109
2739,Bahrain,3/16/20,77
2740,China - Guizhou,3/16/20,144
2741,Chile,3/16/20,0
2742,China - Shanxi,3/16/20,133
2743,Australia - Victoria,3/16/20,8
2744,China - Tianjin,3/16/20,133
2745,Israel,3/16/20,4
2746,China - Liaoning,3/16/20,115
2747,China - Gansu,3/16/20,91
2748,Romania,3/16/20,9
2749,Iceland,3/16/20,0
2750,China - Hubei,3/17/20,56003
2751,Spain,3/17/20,1028
2752,Iran,3/17/20,5389
2753,Germany,3/17/20,67
2754,Italy,3/17/20,2941
2755,France,3/17/20,12
2756,US,3/17/20,17
2757,"Korea, South",3/17/20,1407
2758,Switzerland,3/17/20,4
2759,China - Guangdong,3/17/20,1307
2760,China - Henan,3/17/20,1250
2761,China - Zhejiang,3/17/20,1216
2762,China - Hunan,3/17/20,1014
2763,China - Anhui,3/17/20,984
2764,China - Jiangxi,3/17/20,934
2765,Belgium,3/17/20,1
2766,China - Shandong,3/17/20,746
2767,China - Jiangsu,3/17/20,631
2768,Canada,3/17/20,9
2769,Austria,3/17/20,1
2770,China - Chongqing,3/17/20,570
2771,China - Sichuan,3/17/20,520
2772,China - Heilongjiang,3/17/20,456
2773,China - Beijing,3/17/20,369
2774,China - Shanghai,3/17/20,325
2775,China - Hebei,3/17/20,310
2776,Diamond Princess,3/17/20,325
2777,China - Fujian,3/17/20,295
2778,Malaysia,3/17/20,49
2779,Denmark,3/17/20,1
2780,China - Shaanxi,3/17/20,236
2781,China - Guangxi,3/17/20,248
2782,Japan,3/17/20,144
2783,Turkey,3/17/20,0
2784,Peru,3/17/20,1
2785,Thailand,3/17/20,41
2786,China - Yunnan,3/17/20,172
2787,China - Hainan,3/17/20,161
2788,Singapore,3/17/20,114
2789,Bahrain,3/17/20,81
2790,China - Guizhou,3/17/20,144
2791,Chile,3/17/20,0
2792,China - Shanxi,3/17/20,133
2793,Australia - Victoria,3/17/20,8
2794,China - Tianjin,3/17/20,133
2795,Israel,3/17/20,11
2796,China - Liaoning,3/17/20,120
2797,China - Gansu,3/17/20,91
2798,Romania,3/17/20,16
2799,Iceland,3/17/20,0
2800,China - Hubei,3/18/20,56927
2801,Spain,3/18/20,1081
2802,Iran,3/18/20,5389
2803,Germany,3/18/20,105
2804,Italy,3/18/20,4025
2805,France,3/18/20,12
2806,US,3/18/20,105
2807,"Korea, South",3/18/20,1540
2808,Switzerland,3/18/20,15
2809,China - Guangdong,3/18/20,1313
2810,China - Henan,3/18/20,1250
2811,China - Zhejiang,3/18/20,1216
2812,China - Hunan,3/18/20,1014
2813,China - Anhui,3/18/20,984
2814,China - Jiangxi,3/18/20,934
2815,Belgium,3/18/20,31
2816,China - Shandong,3/18/20,746
2817,China - Jiangsu,3/18/20,631
2818,Canada,3/18/20,9
2819,Austria,3/18/20,9
2820,China - Chongqing,3/18/20,570
2821,China - Sichuan,3/18/20,525
2822,China - Heilongjiang,3/18/20,459
2823,China - Beijing,3/18/20,378
2824,China - Shanghai,3/18/20,326
2825,China - Hebei,3/18/20,310
2826,Diamond Princess,3/18/20,325
2827,China - Fujian,3/18/20,295
2828,Malaysia,3/18/20,60
2829,Denmark,3/18/20,1
2830,China - Shaanxi,3/18/20,237
2831,China - Guangxi,3/18/20,250
2832,Japan,3/18/20,144
2833,Turkey,3/18/20,0
2834,Peru,3/18/20,1
2835,Thailand,3/18/20,42
2836,China - Yunnan,3/18/20,172
2837,China - Hainan,3/18/20,161
2838,Singapore,3/18/20,114
2839,Bahrain,3/18/20,88
2840,China - Guizhou,3/18/20,144
2841,Chile,3/18/20,0
2842,China - Shanxi,3/18/20,133
2843,Australia - Victoria,3/18/20,8
2844,China - Tianjin,3/18/20,133
2845,Israel,3/18/20,11
2846,China - Liaoning,3/18/20,122
2847,China - Gansu,3/18/20,91
2848,Romania,3/18/20,19
2849,Iceland,3/18/20,5
2850,China - Hubei,3/19/20,57682
2851,Spain,3/19/20,1107
2852,Iran,3/19/20,5710
2853,Germany,3/19/20,113
2854,Italy,3/19/20,4440
2855,France,3/19/20,12
2856,US,3/19/20,121
2857,"Korea, South",3/19/20,1540
2858,Switzerland,3/19/20,15
2859,China - Guangdong,3/19/20,1318
2860,China - Henan,3/19/20,1250
2861,China - Zhejiang,3/19/20,1217
2862,China - Hunan,3/19/20,1014
2863,China - Anhui,3/19/20,984
2864,China - Jiangxi,3/19/20,934
2865,Belgium,3/19/20,31
2866,China - Shandong,3/19/20,747
2867,China - Jiangsu,3/19/20,631
2868,Canada,3/19/20,9
2869,Austria,3/19/20,9
2870,China - Chongqing,3/19/20,570
2871,China - Sichuan,3/19/20,536
2872,China - Heilongjiang,3/19/20,460
2873,China - Beijing,3/19/20,380
2874,China - Shanghai,3/19/20,326
2875,China - Hebei,3/19/20,310
2876,Diamond Princess,3/19/20,325
2877,China - Fujian,3/19/20,295
2878,Malaysia,3/19/20,75
2879,Denmark,3/19/20,1
2880,China - Shaanxi,3/19/20,237
2881,China - Guangxi,3/19/20,250
2882,Japan,3/19/20,150
2883,Turkey,3/19/20,0
2884,Peru,3/19/20,1
2885,Thailand,3/19/20,42
2886,China - Yunnan,3/19/20,172
2887,China - Hainan,3/19/20,161
2888,Singapore,3/19/20,114
2889,Bahrain,3/19/20,100
2890,China - Guizhou,3/19/20,144
2891,Chile,3/19/20,0
2892,China - Shanxi,3/19/20,133
2893,Australia - Victoria,3/19/20,8
2894,China - Tianjin,3/19/20,133
2895,Israel,3/19/20,11
2896,China - Liaoning,3/19/20,122
2897,China - Gansu,3/19/20,91
2898,Romania,3/19/20,25
2899,Iceland,3/19/20,5
2900,China - Hubei,3/20/20,58382
2901,Spain,3/20/20,1588
2902,Iran,3/20/20,6745
2903,Germany,3/20/20,180
2904,Italy,3/20/20,4440
2905,France,3/20/20,12
2906,US,3/20/20,147
2907,"Korea, South",3/20/20,1540
2908,Switzerland,3/20/20,15
2909,China - Guangdong,3/20/20,1323
2910,China - Henan,3/20/20,1250
2911,China - Zhejiang,3/20/20,1219
2912,China - Hunan,3/20/20,1014
2913,China - Anhui,3/20/20,984
2914,China - Jiangxi,3/20/20,934
2915,Belgium,3/20/20,1
2916,China - Shandong,3/20/20,748
2917,China - Jiangsu,3/20/20,631
2918,Canada,3/20/20,9
2919,Austria,3/20/20,9
2920,China - Chongqing,3/20/20,570
2921,China - Sichuan,3/20/20,536
2922,China - Heilongjiang,3/20/20,463
2923,China - Beijing,3/20/20,390
2924,China - Shanghai,3/20/20,326
2925,China - Hebei,3/20/20,310
2926,Diamond Princess,3/20/20,325
2927,China - Fujian,3/20/20,295
2928,Malaysia,3/20/20,87
2929,Denmark,3/20/20,1
2930,China - Shaanxi,3/20/20,237
2931,China - Guangxi,3/20/20,250
2932,Japan,3/20/20,191
2933,Turkey,3/20/20,0
2934,Peru,3/20/20,1
2935,Thailand,3/20/20,42
2936,China - Yunnan,3/20/20,172
2937,China - Hainan,3/20/20,161
2938,Singapore,3/20/20,124
2939,Bahrain,3/20/20,100
2940,China - Guizhou,3/20/20,144
2941,Chile,3/20/20,6
2942,China - Shanxi,3/20/20,133
2943,Australia - Victoria,3/20/20,8
2944,China - Tianjin,3/20/20,133
2945,Israel,3/20/20,14
2946,China - Liaoning,3/20/20,122
2947,China - Gansu,3/20/20,98
2948,Romania,3/20/20,25
2949,Iceland,3/20/20,5
2950,China - Hubei,3/21/20,58946
2951,Spain,3/21/20,2125
2952,Iran,3/21/20,7635
2953,Germany,3/21/20,233
2954,Italy,3/21/20,6072
2955,France,3/21/20,12
2956,US,3/21/20,176
2957,"Korea, South",3/21/20,1540
2958,Switzerland,3/21/20,15
2959,China - Guangdong,3/21/20,1325
2960,China - Henan,3/21/20,1250
2961,China - Zhejiang,3/21/20,1219
2962,China - Hunan,3/21/20,1014
2963,China - Anhui,3/21/20,984
2964,China - Jiangxi,3/21/20,934
2965,Belgium,3/21/20,263
2966,China - Shandong,3/21/20,749
2967,China - Jiangsu,3/21/20,631
2968,Canada,3/21/20,10
2969,Austria,3/21/20,9
2970,China - Chongqing,3/21/20,570
2971,China - Sichuan,3/21/20,536
2972,China - Heilongjiang,3/21/20,463
2973,China - Beijing,3/21/20,396
2974,China - Shanghai,3/21/20,327
2975,China - Hebei,3/21/20,310
2976,Diamond Princess,3/21/20,325
2977,China - Fujian,3/21/20,295
2978,Malaysia,3/21/20,114
2979,Denmark,3/21/20,1
2980,China - Shaanxi,3/21/20,239
2981,China - Guangxi,3/21/20,250
2982,Japan,3/21/20,232
2983,Turkey,3/21/20,0
2984,Peru,3/21/20,1
2985,Thailand,3/21/20,42
2986,China - Yunnan,3/21/20,172
2987,China - Hainan,3/21/20,161
2988,Singapore,3/21/20,140
2989,Bahrain,3/21/20,125
2990,China - Guizhou,3/21/20,144
2991,Chile,3/21/20,6
2992,China - Shanxi,3/21/20,133
2993,Australia - Victoria,3/21/20,8
2994,China - Tianjin,3/21/20,133
2995,Israel,3/21/20,36
2996,China - Liaoning,3/21/20,122
2997,China - Gansu,3/21/20,113
2998,Romania,3/21/20,52
2999,Iceland,3/21/20,22
3000,China - Hubei,3/22/20,59433
3001,Spain,3/22/20,2575
3002,Iran,3/22/20,7931
3003,Germany,3/22/20,266
3004,Italy,3/22/20,7024
3005,France,3/22/20,2200
3006,US,3/22/20,178
3007,"Korea, South",3/22/20,2909
3008,Switzerland,3/22/20,131
3009,China - Guangdong,3/22/20,1329
3010,China - Henan,3/22/20,1250
3011,China - Zhejiang,3/22/20,1219
3012,China - Hunan,3/22/20,1014
3013,China - Anhui,3/22/20,984
3014,China - Jiangxi,3/22/20,934
3015,Belgium,3/22/20,263
3016,China - Shandong,3/22/20,750
3017,China - Jiangsu,3/22/20,631
3018,Canada,3/22/20,10
3019,Austria,3/22/20,9
3020,China - Chongqing,3/22/20,570
3021,China - Sichuan,3/22/20,536
3022,China - Heilongjiang,3/22/20,466
3023,China - Beijing,3/22/20,400
3024,China - Shanghai,3/22/20,328
3025,China - Hebei,3/22/20,310
3026,Diamond Princess,3/22/20,325
3027,China - Fujian,3/22/20,295
3028,Malaysia,3/22/20,139
3029,Denmark,3/22/20,1
3030,China - Shaanxi,3/22/20,239
3031,China - Guangxi,3/22/20,250
3032,Japan,3/22/20,235
3033,Turkey,3/22/20,0
3034,Peru,3/22/20,1
3035,Thailand,3/22/20,44
3036,China - Yunnan,3/22/20,172
3037,China - Hainan,3/22/20,161
3038,Singapore,3/22/20,144
3039,Bahrain,3/22/20,149
3040,China - Guizhou,3/22/20,144
3041,Chile,3/22/20,8
3042,China - Shanxi,3/22/20,133
3043,Australia - Victoria,3/22/20,70
3044,China - Tianjin,3/22/20,133
3045,Israel,3/22/20,37
3046,China - Liaoning,3/22/20,124
3047,China - Gansu,3/22/20,114
3048,Romania,3/22/20,64
3049,Iceland,3/22/20,36
3050,China - Hubei,3/23/20,59879
3051,Spain,3/23/20,2575
3052,Iran,3/23/20,7931
3053,Germany,3/23/20,266
3054,Italy,3/23/20,7024
3055,France,3/23/20,2200
3056,US,3/23/20,178
3057,"Korea, South",3/23/20,2909
3058,Switzerland,3/23/20,131
3059,China - Guangdong,3/23/20,1332
3060,China - Henan,3/23/20,1250
3061,China - Zhejiang,3/23/20,1221
3062,China - Hunan,3/23/20,1014
3063,China - Anhui,3/23/20,984
3064,China - Jiangxi,3/23/20,934
3065,Belgium,3/23/20,263
3066,China - Shandong,3/23/20,751
3067,China - Jiangsu,3/23/20,631
3068,Canada,3/23/20,10
3069,Austria,3/23/20,9
3070,China - Chongqing,3/23/20,570
3071,China - Sichuan,3/23/20,536
3072,China - Heilongjiang,3/23/20,465
3073,China - Beijing,3/23/20,400
3074,China - Shanghai,3/23/20,329
3075,China - Hebei,3/23/20,310
3076,Diamond Princess,3/23/20,325
3077,China - Fujian,3/23/20,295
3078,Malaysia,3/23/20,139
3079,Denmark,3/23/20,1
3080,China - Shaanxi,3/23/20,239
3081,China - Guangxi,3/23/20,250
3082,Japan,3/23/20,235
3083,Turkey,3/23/20,0
3084,Peru,3/23/20,1
3085,Thailand,3/23/20,44
3086,China - Yunnan,3/23/20,172
3087,China - Hainan,3/23/20,161
3088,Singapore,3/23/20,144
3089,Bahrain,3/23/20,149
3090,China - Guizhou,3/23/20,144
3091,Chile,3/23/20,8
3092,China - Shanxi,3/23/20,133
3093,Australia - Victoria,3/23/20,70
3094,China - Tianjin,3/23/20,133
3095,Israel,3/23/20,37
3096,China - Liaoning,3/23/20,124
3097,China - Gansu,3/23/20,114
3098,Romania,3/23/20,64
3099,Iceland,3/23/20,36
3100,China - Hubei,3/24/20,60324
3101,Spain,3/24/20,3794
3102,Iran,3/24/20,8913
3103,Germany,3/24/20,3243
3104,Italy,3/24/20,8326
3105,France,3/24/20,3243
3106,US,3/24/20,348
3107,"Korea, South",3/24/20,3507
3108,Switzerland,3/24/20,131
3109,China - Guangdong,3/24/20,1333
3110,China - Henan,3/24/20,1250
3111,China - Zhejiang,3/24/20,1221
3112,China - Hunan,3/24/20,1014
3113,China - Anhui,3/24/20,984
3114,China - Jiangxi,3/24/20,934
3115,Belgium,3/24/20,461
3116,China - Shandong,3/24/20,752
3117,China - Jiangsu,3/24/20,631
3118,Canada,3/24/20,110
3119,Austria,3/24/20,9
3120,China - Chongqing,3/24/20,570
3121,China - Sichuan,3/24/20,536
3122,China - Heilongjiang,3/24/20,468
3123,China - Beijing,3/24/20,401
3124,China - Shanghai,3/24/20,330
3125,China - Hebei,3/24/20,310
3126,Diamond Princess,3/24/20,325
3127,China - Fujian,3/24/20,295
3128,Malaysia,3/24/20,183
3129,Denmark,3/24/20,1
3130,China - Shaanxi,3/24/20,240
3131,China - Guangxi,3/24/20,250
3132,Japan,3/24/20,285
3133,Turkey,3/24/20,0
3134,Peru,3/24/20,1
3135,Thailand,3/24/20,52
3136,China - Yunnan,3/24/20,172
3137,China - Hainan,3/24/20,168
3138,Singapore,3/24/20,156
3139,Bahrain,3/24/20,177
3140,China - Guizhou,3/24/20,144
3141,Chile,3/24/20,17
3142,China - Shanxi,3/24/20,133
3143,Australia - Victoria,3/24/20,97
3144,China - Tianjin,3/24/20,133
3145,Israel,3/24/20,53
3146,China - Liaoning,3/24/20,124
3147,China - Gansu,3/24/20,119
3148,Romania,3/24/20,79
3149,Iceland,3/24/20,51
3150,China - Hubei,3/25/20,60811
3151,Spain,3/25/20,5367
3152,Iran,3/25/20,9625
3153,Germany,3/25/20,3547
3154,Italy,3/25/20,9362
3155,France,3/25/20,3900
3156,US,3/25/20,361
3157,"Korea, South",3/25/20,3730
3158,Switzerland,3/25/20,131
3159,China - Guangdong,3/25/20,1336
3160,China - Henan,3/25/20,1250
3161,China - Zhejiang,3/25/20,1221
3162,China - Hunan,3/25/20,1014
3163,China - Anhui,3/25/20,984
3164,China - Jiangxi,3/25/20,934
3165,Belgium,3/25/20,547
3166,China - Shandong,3/25/20,752
3167,China - Jiangsu,3/25/20,631
3168,Canada,3/25/20,183
3169,Austria,3/25/20,9
3170,China - Chongqing,3/25/20,570
3171,China - Sichuan,3/25/20,536
3172,China - Heilongjiang,3/25/20,468
3173,China - Beijing,3/25/20,403
3174,China - Shanghai,3/25/20,330
3175,China - Hebei,3/25/20,310
3176,Diamond Princess,3/25/20,587
3177,China - Fujian,3/25/20,295
3178,Malaysia,3/25/20,199
3179,Denmark,3/25/20,1
3180,China - Shaanxi,3/25/20,240
3181,China - Guangxi,3/25/20,250
3182,Japan,3/25/20,310
3183,Turkey,3/25/20,26
3184,Peru,3/25/20,1
3185,Thailand,3/25/20,70
3186,China - Yunnan,3/25/20,172
3187,China - Hainan,3/25/20,168
3188,Singapore,3/25/20,160
3189,Bahrain,3/25/20,177
3190,China - Guizhou,3/25/20,144
3191,Chile,3/25/20,22
3192,China - Shanxi,3/25/20,133
3193,Australia - Victoria,3/25/20,97
3194,China - Tianjin,3/25/20,133
3195,Israel,3/25/20,58
3196,China - Liaoning,3/25/20,124
3197,China - Gansu,3/25/20,119
3198,Romania,3/25/20,86
3199,Iceland,3/25/20,56
3200,China - Hubei,3/26/20,61201
3201,Spain,3/26/20,7015
3202,Iran,3/26/20,10457
3203,Germany,3/26/20,5673
3204,Italy,3/26/20,10361
3205,France,3/26/20,4948
3206,US,3/26/20,681
3207,"Korea, South",3/26/20,4144
3208,Switzerland,3/26/20,131
3209,China - Guangdong,3/26/20,1336
3210,China - Henan,3/26/20,1250
3211,China - Zhejiang,3/26/20,1222
3212,China - Hunan,3/26/20,1014
3213,China - Anhui,3/26/20,984
3214,China - Jiangxi,3/26/20,934
3215,Belgium,3/26/20,675
3216,China - Shandong,3/26/20,752
3217,China - Jiangsu,3/26/20,631
3218,Canada,3/26/20,184
3219,Austria,3/26/20,112
3220,China - Chongqing,3/26/20,570
3221,China - Sichuan,3/26/20,536
3222,China - Heilongjiang,3/26/20,469
3223,China - Beijing,3/26/20,406
3224,China - Shanghai,3/26/20,331
3225,China - Hebei,3/26/20,310
3226,Diamond Princess,3/26/20,597
3227,China - Fujian,3/26/20,295
3228,Malaysia,3/26/20,215
3229,Denmark,3/26/20,1
3230,China - Shaanxi,3/26/20,242
3231,China - Guangxi,3/26/20,250
3232,Japan,3/26/20,359
3233,Turkey,3/26/20,26
3234,Peru,3/26/20,14
3235,Thailand,3/26/20,88
3236,China - Yunnan,3/26/20,172
3237,China - Hainan,3/26/20,168
3238,Singapore,3/26/20,172
3239,Bahrain,3/26/20,204
3240,China - Guizhou,3/26/20,144
3241,Chile,3/26/20,22
3242,China - Shanxi,3/26/20,133
3243,Australia - Victoria,3/26/20,149
3244,China - Tianjin,3/26/20,133
3245,Israel,3/26/20,68
3246,China - Liaoning,3/26/20,124
3247,China - Gansu,3/26/20,121
3248,Romania,3/26/20,94
3249,Iceland,3/26/20,82
3250,China - Hubei,3/27/20,61732
3251,Spain,3/27/20,9357
3252,Iran,3/27/20,11133
3253,Germany,3/27/20,6658
3254,Italy,3/27/20,10950
3255,France,3/27/20,5700
3256,US,3/27/20,869
3257,"Korea, South",3/27/20,4528
3258,Switzerland,3/27/20,1530
3259,China - Guangdong,3/27/20,1337
3260,China - Henan,3/27/20,1250
3261,China - Zhejiang,3/27/20,1222
3262,China - Hunan,3/27/20,1014
3263,China - Anhui,3/27/20,984
3264,China - Jiangxi,3/27/20,934
3265,Belgium,3/27/20,858
3266,China - Shandong,3/27/20,752
3267,China - Jiangsu,3/27/20,631
3268,Canada,3/27/20,256
3269,Austria,3/27/20,225
3270,China - Chongqing,3/27/20,570
3271,China - Sichuan,3/27/20,536
3272,China - Heilongjiang,3/27/20,469
3273,China - Beijing,3/27/20,408
3274,China - Shanghai,3/27/20,334
